unique_book_id,published_year,book_id,published_by,available
371648,1937-06-17,550905,"Hall, Duke and Black",Available
764865,1919-04-30,232785,Carr Inc,Available
109506,1913-04-19,12877,Spears-Brown,Available
240579,2016-02-05,987345,Holland-Villarreal,Available
764868,1901-08-05,544414,Bishop-Murphy,Unavailable
371654,1941-04-01,352663,"May, Fernandez and Cole",Unavailable
109514,1973-03-18,100665,"Johnson, Castro and Gardner",Unavailable
371665,1970-04-05,734553,Williams LLC,Unavailable
502739,1922-11-19,651272,Kent-Davis,Unavailable
502740,2007-07-16,656410,Mason LLC,Available
895960,1992-10-13,35590,Rodriguez-Davis,Unavailable
240601,1903-09-20,4232,Anderson-Patterson,Unavailable
109530,1937-05-08,522190,Ellis-Powell,Unavailable
895969,2001-09-14,52732,"Riley, Zhang and Clayton",Available
502760,2010-06-10,382497,Williams Group,Available
895977,2014-03-06,278535,"Benson, Richardson and Clark",Unavailable
633834,1905-12-14,147085,Duffy PLC,Available
633838,1993-08-23,621542,Greer-Ross,Available
240625,1907-09-20,486642,Johnson Inc,Unavailable
240626,1950-07-10,419159,"Allen, Webb and Tran",Available
371700,2004-02-13,748110,Velez and Sons,Available
895989,1952-05-06,635811,Bowers Group,Unavailable
502772,2004-04-14,693033,"Clements, Alvarado and Stanley",Unavailable
502774,1986-07-04,128988,"Orr, Stephens and Daniels",Unavailable
109556,1973-07-08,679969,Peters Ltd,Available
502778,1978-05-04,945075,Davis Ltd,Available
895994,1955-05-20,604619,Hall-Thomas,Unavailable
240636,1998-04-20,442006,"Thomas, Calderon and Howard",Unavailable
502782,1937-10-29,772897,"Williams, Stanley and Davis",Available
633856,1904-10-28,306139,Wilson-Fischer,Unavailable
109569,1945-09-23,296661,"Lewis, Howell and Hall",Available
240641,1938-08-13,619528,Lewis Group,Available
764932,1958-02-22,3980,Bender Group,Available
633861,2006-03-25,450468,House-Chambers,Unavailable
371718,1971-07-15,259242,"Houston, Peterson and Pham",Unavailable
371720,1920-09-25,639251,"Brooks, Chang and Ortega",Unavailable
109577,1997-06-21,251943,Taylor Ltd,Available
633868,1993-10-19,866059,"Glass, Meadows and Walsh",Unavailable
633869,1971-03-17,979251,Stewart-Harvey,Available
764953,1936-09-17,206901,"Santana, Browning and Hensley",Available
109593,1936-06-26,576678,English-Schmidt,Available
764954,1982-11-21,778976,"Collins, Harvey and Manning",Available
502814,1933-12-25,478639,"Jones, Cooper and Butler",Unavailable
371746,1932-12-24,544919,Marshall Group,Unavailable
633891,1901-07-26,786365,Harris-Gonzalez,Available
633892,1904-11-22,695502,Smith-Daniels,Unavailable
240678,1977-06-02,474037,"Evans, Boone and Ferguson",Unavailable
502824,1903-03-29,602227,"Johnson, Espinoza and Schwartz",Unavailable
371754,1987-10-06,723263,Johnson LLC,Available
502826,1986-08-10,955867,Larsen-Sanchez,Available
764976,1914-04-05,542567,Jones and Sons,Available
896050,1910-02-09,786365,Beltran-Green,Available
896052,1906-05-22,357257,"Alvarez, Mcfarland and Anderson",Available
240693,1997-08-28,959863,Carlson-Rivera,Available
371766,1931-04-08,199994,Frey Inc,Available
502841,1975-05-30,604067,Winters Group,Available
502845,2007-10-29,967780,Jensen-Ford,Unavailable
371776,1980-04-11,132363,Jones-May,Available
896067,1998-03-08,724007,Collins-Day,Available
765006,1916-04-25,145888,"Gutierrez, Williams and Contreras",Available
502862,1991-05-19,643991,"Brown, Woods and Castro",Unavailable
109646,1992-11-03,725240,White-Herman,Unavailable
109650,1953-10-13,384719,Hernandez-Johnson,Unavailable
240725,1931-04-03,267157,Smith-Brady,Unavailable
502870,1972-04-04,886877,Duke Ltd,Available
371799,1999-05-29,708905,Townsend-Lowe,Unavailable
109657,1971-05-13,410827,Walsh Group,Unavailable
633955,1953-09-01,414708,"Hunter, Pierce and Kim",Unavailable
502888,1945-12-16,454400,"Aguirre, Carroll and Rose",Available
240745,1922-09-30,596165,Phillips-Harvey,Unavailable
765037,1901-11-05,954087,King-Williams,Unavailable
633966,1952-06-13,870130,Guzman and Sons,Unavailable
240750,1917-12-07,583463,"Roy, Shea and Neal",Unavailable
633969,1937-10-20,731798,"Wilkinson, Schmidt and Marsh",Available
896115,1921-02-21,453907,Wright-Mejia,Available
502902,1918-01-07,960485,"Daniels, Knight and Morgan",Available
109695,2006-09-18,425800,Hill-Holmes,Available
502912,1976-01-08,133805,"Wood, Lewis and Reese",Available
765060,1934-10-02,97329,Martin LLC,Available
371845,2004-12-03,764786,Graham-Wright,Available
109702,1916-04-10,893395,Herrera LLC,Unavailable
765063,1909-04-26,36560,"Lynch, Howard and Spencer",Unavailable
765067,1919-11-21,5690,"Cohen, Reynolds and Swanson",Unavailable
240780,1913-04-07,276445,Hanson Ltd,Available
634002,1948-12-21,594450,"Jones, Miller and Garcia",Available
634005,1991-02-27,729336,"Reed, Henderson and Jones",Available
502934,1928-12-21,652213,"Nash, Ball and Landry",Unavailable
371863,2000-03-16,704137,Welch-Ortiz,Unavailable
371864,1935-03-10,90233,"Williams, Benson and Raymond",Available
240793,1994-01-19,258567,Woods-Coleman,Available
634018,1962-02-03,606789,Garza Ltd,Available
240806,2007-05-15,310836,Stanton LLC,Available
765095,1954-05-06,235319,Gray Ltd,Unavailable
109737,1983-03-09,759340,"Livingston, Robinson and Jackson",Unavailable
109738,2001-05-01,646131,"Wilson, Martinez and Hendricks",Unavailable
896176,1958-03-14,208703,Greer-Edwards,Available
371888,2016-12-01,957456,Novak Inc,Available
109747,1962-05-18,248389,Jackson Inc,Available
502965,1978-05-25,958205,Watson-Howe,Available
634038,1973-04-16,732648,"Wilson, Sandoval and Snyder",Unavailable
371896,2015-07-21,224605,Jefferson PLC,Available
371903,1984-11-29,828756,"Richmond, Sanchez and White",Unavailable
240832,2000-10-23,62093,"Le, Wilson and Little",Available
371907,1963-11-04,734946,Martinez-Rogers,Unavailable
502982,1926-02-18,892075,Wright-Clayton,Available
896201,2016-05-11,441459,Le Group,Available
371915,1919-04-25,683748,Mora LLC,Unavailable
502989,1960-05-24,400272,"Compton, Oneill and Hopkins",Available
109776,2010-11-19,298520,Marshall-Khan,Unavailable
109777,1921-09-14,623547,Thompson-Johnson,Unavailable
371924,1943-10-31,231145,Campbell Ltd,Unavailable
765143,1941-10-07,609508,"Benitez, Bowers and Harvey",Unavailable
109783,1901-12-27,327087,"Avery, Johnson and Walker",Available
634073,1940-06-14,85979,Gray Ltd,Available
240860,1954-01-15,769868,"Frederick, Robinson and Michael",Unavailable
240861,1914-09-05,813010,"Smith, Walton and Castro",Available
634080,2019-10-25,243623,"Rubio, Perry and Smith",Available
765158,1941-04-04,748022,Simmons Group,Available
634090,2007-07-23,249685,"Barnes, Tran and Hart",Unavailable
503022,2012-03-26,47885,Adams LLC,Available
109810,1987-04-10,402619,"Evans, Woodward and Clark",Available
896245,1912-08-22,585809,"Buchanan, Hunt and Herring",Unavailable
634105,1934-07-28,431209,Brown and Sons,Unavailable
634110,1913-05-01,181621,Wright-Walker,Available
896262,2019-11-13,789305,Rios LLC,Unavailable
240909,1942-08-23,70047,"Robles, Mason and Ortiz",Available
109840,1911-06-25,271226,Johns-Bowers,Available
634133,1908-02-01,868105,Moore-Anderson,Available
765206,1903-05-19,377488,Liu LLC,Available
503067,1993-02-26,167,Crosby Inc,Unavailable
372001,1980-05-25,788599,"Harris, Green and Brown",Unavailable
240933,1963-04-05,123881,Jordan and Sons,Unavailable
503084,1923-10-15,741066,Nguyen-Hoffman,Unavailable
765229,1993-10-11,472183,Aguilar PLC,Unavailable
896302,1919-06-02,51833,Jones PLC,Unavailable
634168,1992-09-22,141909,Gomez Group,Available
634170,1985-11-24,830705,"Dillon, Rivera and Johnson",Available
896315,2007-06-08,437677,"Evans, Cunningham and Smith",Unavailable
372029,1934-06-17,192286,Nguyen-Ross,Available
372036,1942-11-08,87005,"Murphy, Watson and Shelton",Unavailable
372039,1935-11-26,869281,Hamilton-Smith,Available
503112,2014-04-17,622377,Ramirez Ltd,Unavailable
634185,1955-12-14,260107,Peterson-Wang,Available
896330,1911-07-04,955468,"Meyer, Washington and Fisher",Available
109896,1914-08-29,369775,"Moore, Garcia and Bird",Unavailable
765257,1963-09-21,52998,Smith-Wilson,Available
765264,1936-02-03,524820,Roberts LLC,Unavailable
240976,1999-06-15,126085,"Wright, Rios and Baker",Unavailable
634199,2006-04-19,70382,Lee-Flores,Available
372064,1954-06-05,6500,Thomas Group,Available
634212,1994-09-25,355236,"Mcdonald, Perry and Becker",Unavailable
503144,1967-05-30,375168,Davis-Fry,Unavailable
765292,1933-02-18,951501,Baker PLC,Available
503164,1925-10-16,523433,Garcia-Lucas,Unavailable
241020,2014-09-03,335813,Bradley-Martin,Available
634244,1986-11-23,716185,Ruiz and Sons,Unavailable
634247,1949-01-05,971426,"Harrison, Jones and Graham",Available
109966,1923-04-25,453928,Fisher-Nelson,Unavailable
765327,1938-12-28,145334,"Stuart, Burns and Richardson",Available
503183,1926-10-16,950682,White LLC,Unavailable
896402,1915-02-22,342823,Salazar Ltd,Available
241047,1983-06-02,702329,"Hoffman, Evans and Ramirez",Available
503192,1982-04-05,677409,Herrera PLC,Available
765339,1929-10-16,859445,Perez-Robinson,Available
896417,1919-04-23,179900,King Ltd,Available
896420,1957-01-09,496488,"Palmer, Stout and Thompson",Available
634277,1934-10-07,289722,"Holt, Mendez and Lozano",Unavailable
503206,1931-05-04,455355,Long and Sons,Available
109991,2012-08-02,846674,"Davis, Smith and Underwood",Unavailable
765351,1994-04-22,844374,"Hines, Taylor and Gutierrez",Available
765350,2021-04-03,728933,Davis-Adams,Unavailable
109994,1938-08-02,175474,"Woods, Pearson and Reynolds",Available
109990,1918-10-25,922803,Holland LLC,Unavailable
896425,1971-05-21,419674,Ramos PLC,Unavailable
503213,1993-04-05,80840,"Collier, Kline and Brown",Available
634279,1997-07-18,966575,Smith-Mills,Available
109999,1991-12-21,903801,White Inc,Available
241072,1921-09-01,470849,"Davis, Lee and Jones",Unavailable
372137,1992-04-10,979646,Wiley-Prince,Available
241074,1992-01-13,40343,Guerrero-Smith,Unavailable
634301,1961-06-12,80913,Clark Inc,Available
372160,1949-04-17,641655,"Drake, Calhoun and Jones",Available
896448,1999-04-21,295194,"Griffith, Clark and Morgan",Unavailable
372167,1981-05-08,419090,"Baker, Alvarado and Calderon",Unavailable
634320,1913-06-30,635877,"Duran, Washington and Young",Available
110035,1944-12-25,989191,"Estes, Hernandez and Miller",Unavailable
765395,1965-12-19,911715,"Keller, Hines and Pratt",Unavailable
372182,1968-01-31,10107,"Wagner, Walters and Owens",Unavailable
765402,1983-10-26,95266,Lewis Ltd,Unavailable
110042,2016-10-29,67736,Goodwin Group,Unavailable
110044,2016-10-08,887445,"Glass, Allison and Pitts",Available
634335,1949-07-24,978070,Chase-Smith,Unavailable
765422,1922-06-09,787112,"Johnson, Mccullough and Jimenez",Unavailable
765427,1937-02-13,864071,Vaughn PLC,Available
503284,1908-07-25,135494,Hampton Group,Available
896501,1971-10-15,480041,Zamora-Jackson,Unavailable
241143,2020-07-23,258779,"Galvan, Pruitt and Hall",Unavailable
241146,2020-03-07,18174,Stone-Franklin,Available
110081,1963-12-27,665057,Thomas-Serrano,Unavailable
634370,2001-02-07,257231,"Ferguson, Phillips and Castro",Available
765443,1994-11-01,381308,Leonard-Oliver,Available
503298,1922-11-12,995740,"Green, Allen and Jones",Unavailable
896517,2017-04-12,703446,Johnson-Mcdonald,Available
372234,1959-10-22,691443,"Grant, Eaton and Jones",Available
241171,2020-08-18,662910,Foster Ltd,Available
241178,1924-05-15,96448,"Romero, Rubio and Smith",Unavailable
110111,2012-05-20,408600,Ortega-Vargas,Available
503327,1999-03-10,180393,"Kelly, Mitchell and Schneider",Unavailable
896551,2004-01-20,497575,"Scott, Burke and Morgan",Unavailable
634418,1993-07-28,278535,Matthews PLC,Available
503349,1970-12-29,196725,Coffey Ltd,Unavailable
503351,2019-04-27,103015,"Chapman, Richardson and Greene",Available
372284,1988-08-01,355236,Melton-Castaneda,Unavailable
634432,1970-03-29,632470,Ford Ltd,Unavailable
634435,1990-07-11,801135,Wilson-Hawkins,Unavailable
110147,1909-12-01,916309,"Ross, Brown and Green",Available
765510,1902-06-23,45213,Sosa-Phillips,Unavailable
241223,1976-08-25,141909,"Hernandez, Burke and Parks",Unavailable
503369,1923-06-03,317566,"Burton, Jones and Mills",Available
503371,1962-07-12,856810,Hudson-Nguyen,Unavailable
241229,1993-10-26,509410,James Ltd,Available
503374,1922-08-05,617090,Clark Group,Available
110161,1904-04-30,656576,"Cortez, Chen and Garza",Available
503378,1999-06-04,746216,Coleman-Cook,Unavailable
765524,1916-08-30,82337,Chen and Sons,Available
110167,1929-10-02,817461,Henry PLC,Available
503385,1970-10-30,73301,"Curry, Harrison and Chang",Unavailable
765539,1975-12-23,300855,"Mitchell, Austin and Watson",Unavailable
896612,1920-02-20,947764,"Dyer, Rivera and Chavez",Unavailable
896616,1931-08-15,588395,Davis-Roth,Unavailable
372332,1960-11-22,626013,Hoffman-Buckley,Unavailable
110192,1916-12-13,628891,Montgomery-Ruiz,Available
241267,1922-12-08,168966,Brown-Henry,Unavailable
372341,1947-02-27,889753,Smith-Velazquez,Unavailable
765561,1945-01-01,343576,Mullins-Thompson,Unavailable
372348,1983-10-01,344310,"Avery, Taylor and Williams",Available
634499,1913-09-26,410480,Benson Ltd,Available
110213,2015-01-24,762215,"Landry, Hammond and Martin",Unavailable
503429,1968-05-15,537108,Brown-Reyes,Available
241287,1909-12-03,875042,"Stanley, Hunt and Olsen",Unavailable
110219,1923-08-14,453540,Garza-Lopez,Available
503436,2017-04-11,918999,Cunningham Group,Unavailable
110227,1933-09-19,844560,Medina LLC,Available
110230,1916-10-28,397479,"Ruiz, Thompson and Odom",Unavailable
896664,1985-01-14,68118,Osborne-Cobb,Available
110232,1937-11-24,631513,Jackson LLC,Unavailable
634529,2004-06-24,283234,Jackson-Robinson,Unavailable
765602,1970-10-20,112972,Shepherd-Booth,Available
896675,2009-09-21,478101,Bradford LLC,Available
634539,1901-06-06,979618,"Brown, Robbins and Taylor",Unavailable
372397,1917-02-24,145334,Ortiz Group,Available
765614,1980-08-13,341712,Robertson-Jones,Available
503475,2016-04-24,667839,Ochoa Group,Available
634549,2003-10-03,848923,Farmer PLC,Unavailable
765621,1934-06-26,723483,Anderson-Stewart,Available
241341,1916-06-12,901047,Leonard-Thompson,Available
634559,2012-10-22,834571,Martinez-Rodriguez,Available
503487,2013-09-25,340680,Obrien Group,Unavailable
372417,1934-07-20,625779,Arnold-Ramirez,Unavailable
896705,2016-04-05,238442,Robertson-Elliott,Available
634562,1932-11-25,78675,Frazier LLC,Available
896709,1911-07-16,814141,Smith-Jordan,Available
503494,2008-04-22,986704,Simmons Group,Unavailable
765642,1918-11-28,850313,Gregory-Bauer,Available
372428,1968-07-03,768506,Moore Group,Unavailable
634576,1979-04-05,534743,"Gutierrez, Higgins and Gomez",Available
765649,1951-01-06,811003,Patrick Group,Available
634587,1962-06-01,831998,"Carrillo, Peterson and Jones",Available
765663,1984-10-02,407663,"Barry, Peters and Holmes",Unavailable
765666,2016-01-27,136468,Andrade PLC,Available
634597,2007-02-23,931866,Davis-Williams,Available
110309,1989-03-28,699813,"Day, Thomas and Mendoza",Available
503527,1945-12-30,772151,Hall Ltd,Unavailable
372457,1942-12-15,12593,Wiley-Harrison,Unavailable
765675,1902-10-23,538145,"Nguyen, Smith and Bryant",Unavailable
110320,1928-05-09,518044,Wilson and Sons,Available
241395,1911-07-02,459254,"Campbell, Thornton and Graves",Unavailable
110324,1996-03-15,50053,Herman PLC,Unavailable
634618,1975-12-25,923957,"Garcia, Barton and Vargas",Available
372475,1943-02-28,446377,"Lynn, Harris and Scott",Unavailable
765692,2011-10-30,622364,Williams-Morris,Available
765693,1973-09-19,813661,"Clark, Cruz and Long",Unavailable
241408,1935-01-09,698207,Lutz-Smith,Unavailable
896768,1948-08-05,590871,Schneider Group,Unavailable
503554,1982-07-30,736852,"Avery, Fitzpatrick and King",Unavailable
634632,1940-12-17,633871,Lawrence Ltd,Unavailable
634634,1925-10-17,405089,Campbell LLC,Unavailable
896781,1966-12-28,478101,"Gray, Bender and Maldonado",Unavailable
896791,2002-05-29,684365,Hughes-Watson,Available
634653,1909-11-10,388802,Stewart LLC,Available
372513,1968-12-27,710182,"Perez, Lee and Hoover",Unavailable
765733,1979-12-18,791566,Fry-Thompson,Available
896806,1975-07-01,815633,Miller-Sloan,Unavailable
765742,1988-01-13,642202,"Jones, Dominguez and Pearson",Unavailable
896820,1975-03-07,370647,Vargas-Hughes,Available
372533,1999-10-30,912024,Jacobson Inc,Unavailable
110392,1905-02-25,821600,"Mason, Andrews and Fuller",Unavailable
241465,1976-07-14,490148,Wilson-Thomas,Unavailable
241468,1992-03-01,740497,Stevens-Smith,Unavailable
765757,2007-08-03,702658,"Hoffman, Clarke and Snyder",Available
896830,1913-10-05,56351,York-Miller,Unavailable
372542,1978-04-03,336412,"Johnson, Lucero and Reid",Unavailable
110405,2018-04-02,832670,Davis-Potter,Unavailable
634695,1941-05-11,578442,"Rodriguez, Sexton and Cooper",Unavailable
110409,1947-12-15,953983,Harris-Gonzalez,Unavailable
503632,1939-08-18,181506,Davenport LLC,Unavailable
765779,1993-10-17,758357,"Sanchez, Bailey and Young",Unavailable
503637,1925-06-08,10107,Sanchez-Cantrell,Available
765791,1960-05-11,89704,Woodward and Sons,Unavailable
503647,2007-06-14,804898,Johnson PLC,Unavailable
503650,2001-08-17,770170,Morales-Smith,Unavailable
241509,1978-03-27,271226,"Soto, Taylor and Taylor",Unavailable
241510,1910-04-15,527592,Yates-Sparks,Available
896872,1981-08-06,163524,Edwards and Sons,Unavailable
896878,1918-07-02,28694,Harris-Perez,Available
110448,1998-03-17,900652,"Ruiz, Dodson and Guerra",Unavailable
241524,1975-05-03,193474,Lee and Sons,Unavailable
765817,1975-04-19,133469,"Floyd, Ortiz and Wyatt",Unavailable
765818,1977-10-11,323009,Ward Ltd,Unavailable
503682,1974-10-13,303194,Nunez-Jimenez,Available
634755,1922-02-21,962342,Hall-Marks,Unavailable
372613,1984-09-05,364256,Miller-Stout,Unavailable
110472,1992-06-30,52136,"Hahn, Craig and Castaneda",Unavailable
634761,1995-07-01,4910,"Murphy, Newman and Davis",Available
634762,1917-12-11,738902,Gilbert-Smith,Available
372618,1997-01-27,34939,"White, Jackson and Armstrong",Available
765835,1957-12-28,506121,"Johnson, Mcbride and Russell",Unavailable
765837,1995-03-22,806398,"Blankenship, Rowland and Hernandez",Unavailable
110478,1945-06-04,815633,Hart-Diaz,Available
896913,1998-07-11,140150,"Roberts, Massey and Wright",Available
896915,1983-08-28,833053,Edwards-Duffy,Available
634781,1986-06-05,321142,"Thompson, York and Rogers",Available
372648,1932-03-12,875042,"David, Hernandez and Phillips",Available
896940,1945-05-06,446519,Wise-Blevins,Unavailable
503726,1902-08-24,322114,Arroyo-Boyer,Unavailable
634801,1914-05-28,448169,"Sparks, Willis and Juarez",Available
110524,1962-12-29,62942,Cox-Morris,Available
896958,1902-12-05,578031,Tate-Mathews,Available
110529,1954-10-05,798466,Park-Shepard,Available
110534,1993-03-27,749455,Johns-Chapman,Available
765895,1950-02-09,383477,"Hutchinson, Graham and Oliver",Unavailable
896968,1974-10-12,936390,"Olsen, Wright and Reed",Available
896971,1927-04-27,629833,Garcia-Lee,Available
503757,2002-08-22,74321,"Carroll, Brown and Greene",Unavailable
503762,1965-10-17,244601,"Elliott, Benson and Adams",Available
634838,1981-09-13,445599,Evans Ltd,Unavailable
765911,1922-09-09,178329,Wilcox-Williams,Unavailable
241625,1964-02-07,938259,"Novak, Murray and Smith",Unavailable
765915,1962-02-07,784305,Merritt-Baker,Available
372707,1904-06-04,368409,Evans and Sons,Unavailable
634853,2011-11-27,284702,"Vargas, Lopez and Armstrong",Available
765926,1947-03-04,561914,Johnson LLC,Available
241645,1927-05-10,865721,Smith and Sons,Unavailable
372720,1938-10-25,134074,Gomez-Duncan,Available
503794,1937-02-24,333666,Foster-Stevens,Available
503801,1913-04-10,220357,"Juarez, Thompson and Taylor",Available
372735,1935-09-01,697529,Escobar-Jones,Unavailable
241663,1960-09-27,773486,Romero-Anderson,Unavailable
897029,1901-06-29,659551,"Ruiz, Gardner and Baxter",Available
241674,1966-04-20,426727,Horton PLC,Unavailable
241676,2021-03-14,755570,Gray Ltd,Available
372749,1901-05-10,622313,Boyer PLC,Unavailable
765968,1962-05-12,273472,"Johnson, Price and Hooper",Available
634897,1919-02-07,192090,"Small, Villegas and Sanchez",Available
765970,2011-12-28,148644,Silva PLC,Available
503835,1988-09-12,983697,Clark PLC,Available
372764,1966-07-11,461025,"Powell, Moore and Foster",Available
634909,1984-07-18,332932,Banks Group,Available
765980,1938-11-30,112056,Conrad-Marks,Available
503836,1912-07-07,145933,Osborne Ltd,Available
372770,1917-05-16,451151,Patrick-Armstrong,Available
503846,1915-07-16,274650,"Brooks, Aguilar and Gay",Unavailable
634921,2014-01-26,501549,"Jones, Young and Thomas",Available
372779,1946-01-10,728502,Brown-Lucas,Unavailable
110635,1942-11-15,425123,Barron-Wise,Unavailable
110640,1945-05-11,140150,Johnson Ltd,Available
897075,2017-07-21,782603,Jackson Group,Unavailable
241718,1901-12-02,588298,"Jones, Smith and Rhodes",Unavailable
372796,1991-09-28,374070,"Lopez, Lee and Stevens",Unavailable
241724,1962-03-12,879033,Henry PLC,Available
241729,2013-12-18,954412,"Johnson, Jones and Williams",Available
634948,1984-10-12,465314,"Wagner, Rojas and Williams",Unavailable
634955,2020-06-26,389370,"Olson, Ford and Bruce",Unavailable
372816,1924-05-12,820143,"Jacobson, Hester and Wallace",Available
766033,1991-11-08,555404,Jones Group,Unavailable
766035,1940-10-14,355344,Hayes Group,Available
897110,1949-08-05,417809,Rice-Garcia,Unavailable
241756,1904-02-13,397479,"Cole, Perry and Lynn",Available
634977,1930-03-16,309632,Love Ltd,Available
110690,1936-10-14,834312,Price Group,Available
634984,2018-06-11,130879,"Vaughn, Garcia and Richards",Unavailable
766056,1982-08-27,204419,Smith PLC,Unavailable
372842,2020-12-04,469686,Cooper-Leon,Available
766060,2018-06-16,146206,Gordon Inc,Available
503924,1967-07-03,79807,Scott-Medina,Unavailable
110715,1927-06-23,180997,Smith and Sons,Available
635007,1994-06-13,97551,"Chung, Hodge and Schneider",Unavailable
897153,1916-07-27,858557,"Pham, Figueroa and Espinoza",Available
635011,1932-12-23,377488,Campbell-Ramsey,Unavailable
503943,1927-01-31,220311,Adkins Ltd,Available
372877,1908-11-05,945075,Hicks and Sons,Available
241813,1988-02-20,539983,"Curtis, Flowers and Schmidt",Unavailable
897178,1976-12-16,864459,Fischer-Lewis,Unavailable
897182,1952-07-01,327621,Irwin-Mcmillan,Unavailable
897186,1918-09-11,764396,Johnson Group,Available
110754,1936-02-01,935404,Meyer Group,Unavailable
241826,1910-12-27,211216,Wells Group,Available
503974,1971-05-06,699151,Myers Group,Unavailable
897194,1961-03-03,23497,Thomas LLC,Available
897195,1988-10-15,95068,Ford-Ross,Unavailable
635054,1940-03-27,542292,Moore-Brown,Available
503982,2020-12-16,207156,"Stevens, Ross and Black",Unavailable
897202,1912-10-29,948248,Campbell Ltd,Available
897212,1956-04-01,881280,"Chavez, Jones and Blackwell",Available
503998,1984-11-12,904335,Wall PLC,Unavailable
635074,1907-10-19,40530,"Doyle, Phelps and Woods",Available
110788,1960-02-03,406408,Gibson Group,Available
372933,1957-02-15,827401,Mckenzie-Johnson,Available
635093,1987-07-25,522708,Roberts-Mcdaniel,Unavailable
110809,1972-10-13,75210,Blair Inc,Unavailable
504027,1999-04-23,185664,"Elliott, Kelly and Brooks",Available
897244,1909-08-30,233415,Faulkner PLC,Unavailable
504030,1962-02-26,710116,Neal-Hubbard,Available
635102,2015-08-01,48041,"Mendoza, Smith and Chan",Unavailable
766178,1943-04-27,574207,Hughes-Smith,Available
504034,1901-04-16,43363,"Bruce, Evans and Parker",Unavailable
635110,1967-12-14,665333,Hubbard Inc,Unavailable
504040,1990-08-25,1382,"Morrison, Flores and Ellis",Unavailable
110827,1993-08-14,831792,Wood Ltd,Unavailable
766190,1914-07-06,145888,Aguirre-Holmes,Unavailable
897264,1929-02-19,593994,"Cox, James and Hartman",Unavailable
372986,1954-03-19,143698,Shepherd-Abbott,Unavailable
635130,2004-01-23,307869,"Mays, Heath and White",Unavailable
635134,1961-03-20,289722,Welch Ltd,Unavailable
504063,1988-08-03,866059,Joseph PLC,Available
372992,1951-07-30,569499,Rodriguez and Sons,Unavailable
241919,1932-05-27,204419,Burch Inc,Available
897279,1981-12-13,148490,Smith-Hamilton,Unavailable
372993,2015-05-24,259524,"Boyle, Frazier and Erickson",Available
504068,1991-12-29,376711,Hall Ltd,Available
635135,1940-03-13,622377,Smith LLC,Available
504064,2019-08-08,663235,Burnett Group,Unavailable
766222,2010-11-08,617538,Soto-Gentry,Available
897299,1911-06-30,440209,Reed-Maynard,Unavailable
766231,1996-06-04,30612,"Lopez, Hoffman and Hunter",Available
635161,1902-07-07,288580,"Wilson, Moss and Mcbride",Unavailable
766234,1968-09-13,993228,Andrews-Carter,Unavailable
897308,1954-11-03,665057,Adams-Stewart,Available
635179,1912-05-08,542642,Mitchell Group,Available
504111,1940-12-18,61243,"Fowler, Lewis and Burnett",Unavailable
635186,1981-02-05,769248,Diaz-Johnston,Unavailable
766258,1903-09-28,341299,Davis-Lee,Unavailable
635188,1935-05-13,822073,Anthony and Sons,Available
241972,1905-06-15,76786,"Anderson, Thomas and Lynn",Unavailable
766261,1971-05-26,296938,Conway-Salazar,Available
635193,1967-01-13,618587,Wright-Gates,Available
110906,2010-04-13,791566,"Johnson, Perry and Zuniga",Available
504128,1906-10-21,431209,"Evans, Rodriguez and Garcia",Available
373061,1966-01-17,966944,"Clark, Miller and Henderson",Unavailable
635206,1915-01-12,684365,King-Obrien,Available
504135,1955-06-24,72853,Strickland and Sons,Available
373064,1992-10-22,856810,Ellis-Kelly,Unavailable
897351,1978-08-23,189383,"Freeman, Wyatt and Henry",Unavailable
897352,1975-05-16,440369,Miller Inc,Unavailable
110926,2019-08-27,527889,Knapp Inc,Unavailable
110933,1971-04-07,754007,Price PLC,Available
242009,1965-12-13,729062,"Pham, Lang and Walker",Available
897372,1943-04-02,759340,Jenkins PLC,Available
373085,1984-03-29,226715,Patterson and Sons,Unavailable
635232,1998-03-01,662169,Yates Group,Available
766308,1914-12-19,864412,Atkinson-Ramirez,Available
242021,1970-04-08,168174,"Horton, Thomas and Mcdonald",Available
897384,1991-06-11,934656,Ball Ltd,Unavailable
242026,1999-10-16,541629,Watkins-Jordan,Available
373099,1900-04-05,405853,Villarreal-Joseph,Unavailable
897389,1996-06-05,317816,Robinson-Wade,Available
766319,1935-06-21,713884,Hicks-Mahoney,Unavailable
242034,1911-12-10,865721,Stein-Taylor,Unavailable
373116,1920-12-20,585704,"Harris, Henry and Jacobs",Unavailable
897407,1983-05-25,405089,"Patel, Paul and Lee",Available
635265,1941-07-12,544331,"Fernandez, Decker and Casey",Available
635269,1928-04-30,724448,"Davis, Smith and Hubbard",Available
504198,1995-04-07,85475,Brown-Simmons,Unavailable
373128,2002-07-18,352663,Cooper Ltd,Unavailable
766348,1900-12-16,490298,White-Gonzalez,Unavailable
766351,2007-10-26,997641,"Haynes, Bishop and Wilcox",Unavailable
110992,2016-03-17,1400,Stevens-Rodriguez,Available
504210,1902-08-28,280859,"Hernandez, Calhoun and Robinson",Unavailable
111000,2008-04-01,675490,Fisher LLC,Available
111006,1989-07-05,433318,Kennedy Group,Unavailable
897439,1989-11-11,89823,"Stewart, Coffey and Costa",Unavailable
766369,1901-01-20,588054,"Herring, Fuentes and Holmes",Available
111012,1917-12-12,135700,Evans PLC,Available
